film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)UCS0071	581	2	2	415	Type 2  vocab > structure	0.0	non-fiction Speed trials and a day on board ship. SHOTLIST: Trials film. 24th Oct. 1957 Leaving yard. 31st Oct. 1957 During speed trials. 4th Nov 1957 A day on board ship. Serial No. 12/1 SRO No. series 119/144 - 119/148
(filmRef)UCS0073	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Thomson Steamshipping Co. Ltd. 24th Oct. 1957 Launching ceremony. SHOTLIST: Built and engined by John Brown &amp; Co. for Thomson Steamshipping Co. Ltd. 24th Oct. 1957 Launching ceremony performed by Mrs. R. Munton. Serial No. 12/6 SRO No. series 119/152 - 119/153
(filmRef)UCS0074	128	2	6	415	Type 2  vocab > structure	0.0	non-fiction 25th Jan. 1958 Vessel leaving yard and during speed trials. SHOTLIST: 25th Jan. 1958 Vessel leaving yard and during speed trials. Serial No. 12/7 SRO No. series 119/152 - 119/153
(filmRef)UCS0075	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for International Navigation Corporation of Monrovia. Launch ceremony and views of ship leaving yard and during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for International Navigation Corporation of Monrovia 9th Aug. 1957 Launch ceremony performed by Mrs. J. Cookman Boyd, Jnr. November 1957 Views of ship leaving yard and during trials. Serial No. 12/5 SRO No. 119/154
(filmRef)UCS0076	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for B.P. Tanker Co. Ltd. 2nd Jun 1958 Launch ceremony by HRH the Duchess of Gloucester. SHOTLIST: Built and engined by John Brown &amp; Co. for B.P. Tanker Co. Ltd. 2nd Jun 1958 Launch ceremony by HRH the Duchess of Gloucester. Serial No. 12/12 SRO No. 119/155
(filmRef)UCS0078	582	2	2	415	Type 2  vocab > structure	0.0	non-fiction; technical Built and engined by John Brown &amp; Co. for B.P. Tanker Co. Ltd. Christening and launch. SHOTLIST: Trials film. 21st Apr. 1959 Leaving the yard. 28th Apr. 1959 Vessel during trials. 29th Apr. 1959 A special visit to the ship. Serial No. 13/6, 13/7 SRO No. series 119/157 - 119/158
(filmRef)8511	305	37	3	3	Type 1  structure > vocab	0.0	fiction; educational Credits: [CAST Eric Phee Jamie Aubrey Steven Lawrie Sam Preston Craig Frize Andy Campbell Jamie Hanley William Maloney Jie Murdoch] [Note:- the nature of the project meant participants shared roles throughout the process]. A young man has his MP3 player stolen and a comedy chase ensues.
(filmRef)8106	66	8	15	137	Type 2  vocab > structure	0.0	fiction Director, Chris Meigh-Andrews. Chris Meigh Andrews - see list of works and http://www.rewind.ac.uk/ SHOTLIST: Chris Meigh Andrews - see list of works and http://www.rewind.ac.uk/
(filmRef)8105	66	8	15	137	Type 2  vocab > structure	0.0	fiction Director, Chris Meigh-Andrews. Chris Meigh Andrews - see list of works and http://www.rewind.ac.uk/ SHOTLIST: Chris Meigh Andrews - see list of works and http://www.rewind.ac.uk/
(filmRef)3471	105	2	8	415	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Group Four]. not shotlisted.
(filmRef)2927	112	13	8	183	Type 2  vocab > structure	0.0	non-fiction; advertising Example of Kodacolor.
(filmRef)2945	105	2	8	415	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Tree Films]. not shotlisted
(filmRef)2979	546	2	2	415	Type 2  vocab > structure	0.0	non-fiction; sponsored Promotional trailer for recruitment to the Scottish police. SHOTLIST: Police Constable pulls up in a police car (0.05) Sergeant in police station in Aberdeen (0.08) policeman in Fort William on a mountain side (0.11) police car drives past (0.12) end title Join the Scottish Police (0.26)
(filmRef)2980	546	2	2	415	Type 2  vocab > structure	0.0	non-fiction; sponsored A promotional trailer for a career in the Scottish Police. SHOTLIST: Police constable pulls up in police car (0.05) Sergeant in police station in Aberdeen (0.08) Police Sergeant rappeling on mountainside (0.11) police car drives past (0.12) end title Join the Scottish Police (0.26)
(filmRef)3143	547	2	2	415	Type 2  vocab > structure	0.0	non-fiction [filmed by Mr Durning]. Teacher's record of children's fortnight at school camp. SHOTLIST: Teacher's record children's fortnight at school camp (16.32)
(filmRef)3144	547	2	2	415	Type 2  vocab > structure	0.0	non-fiction [filmed by Mr Durning. Teacher's record of underprivileged children's fortnight at school camp. SHOTLIST: Teacher's record of underprivileged children's fortnight at school camp. (c 8 mins)
(filmRef)3297	548	2	2	415	Type 2  vocab > structure	0.0	fiction; animation [film maker Tom Steel, Scotland]. Credits: [featuring the Carrick Marionettes]. Puppet animation of the Robert Burns poem Tam O'Shanter. SHOTLIST: title; Puppet animation of the Robert Burns poem Tam O'Shanter (12.25)
(filmRef)3304	125	13	6	183	Type 2  vocab > structure	0.0	non-fiction Producer, Scottish Instructional Films. Animated diagram loop film on the workings of a diesel engine. SHOTLIST: Animated diagram loop film on the workings of a diesel engine.
(filmRef)3305	125	13	6	183	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Scottish Instructional Films]. Animated diagram loop film on the working of a four-stroke engine. SHOTLIST: Animated diagram loop film on the working of a four-stroke engine.
(filmRef)3306	125	13	6	183	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Scottish Instructional Films]. Animated diagram loop film on the working of the suction pump. SHOTLIST: Animated diagram loop film on the working of the suction pump.
(filmRef)3328	208	2	4	415	Type 2  vocab > structure	0.0	non-fiction [filmed by David Stuart Bowser]. Shots of animals in the Bowser estate 1968. (c. 1.5 mins) SHOTLIST: shot of dog playing with a chicken moving onto c/u's of a pheasant(1.22).
(filmRef)3333	208	2	4	415	Type 2  vocab > structure	0.0	non-fiction [filmed by David Charles Bowser]. Scenes from the Bowser estate in the late 1920s. (around 1.5 mins) SHOTLIST: Scenes from the Bowser estate in the late 1920s. (around 1.5 mins)
(filmRef)3464	304	23	3	276	Type 2  vocab > structure	0.0	fiction Producer, Wintonhill Animation. Credits: Made in Shetland by children of Ollaberry Primary School, North Roe Primary School, Urafirth Primary School anim. Jessica Langford ass. Kirsten Webster sd. rec. Richard Chaff CD's Studio, Wethersta, Shetland exec. p. Eddie Dick p. Jessica Langford. One of a series of ten animation films made by children in small village primary schools in Scotland, also involving the local community. The series was broadcast on Scottish Television and Grampian Television, and distributed on video through schools and libraries.
(filmRef)3465	304	23	3	276	Type 2  vocab > structure	0.0	fiction Producer, Wintonhill Animation. Credits: Made by Kinlochbervie Primary School, Kinlochbervie High School anim. Jessica Langford ass. Kirsten Webster exec. p. Eddie Dick p. Jessica Langford. One of a series of ten animation films made by children in small village primary schools in Scotland, also involving the local community. The series was broadcast on Scottish Television and Grampian Television, and distributed on video through schools and libraries. (5 mins)
(filmRef)3562	312	2	2	415	Type 2  vocab > structure	0.0	"non-fiction [filmed by Robert Wotherspoon]. The inauguration ceremony of the First Highland Air Service and the first GPO mail flight from Longman Airport, Inverness. SHOTLIST: Credits. Lady Findlay, Sir Edmund Findlay, Mr Peter Findlay, who flew from Edinburgh to Inverness to be present at the opening service and then proceeded by plane to Kirkwall. Inverness - Orkney plane christened by Mrs Donald McDonald of Scorguie. Shots of a monospar (small two-propeller plane) taking off (.50); Crowds watching (1.04); Shot of pilot climbing into small plane marked ""Inverness Highland Airways Limited, 36 Academy Street Inverness"". Passengers, possibly the Findlays, board the plane (1.25); Speeches are made, the plane is loaded and then takes off (2.38); Aerial shots of urban areas and then the plane lands (2.49); Shots of Foxmoth bi-plane ""Aberdeen"" (of the Highland Airways) as it takes off (3.10); Aerial shots (3.35); Shots from plane as it takes off and more aerial views (4.24); Shots from plane of another plane flying on a parallel course (4.42); Pan across the city of Inverness, the suspension bridge and large cathedral come into view (5.19); Shot of a building, possibly the city hall, on an unidentified street (5.33); Back to an airfield, where a flag is hoisted and presentations are made (6.02). NB Shots of a Gipsy Moth bi-plane throughout film."
(filmRef)2925	112	13	8	183	Type 2  vocab > structure	0.0	non-fiction Example of Dufaycolor.
(filmRef)3849	311	1	2	2	Type 1  structure > vocab	0.0	non-fiction; educational Producer, Pathe. A horse is taken to the blacksmith's shop to have a new shoe fitted. SHOTLIST: Opening credits (0.24) horse is led along street into blacksmith's and hoof is examined (1.08) blacksmith heats iron bar on coal fire until white hot, using bellows to stoke the flames (1.29) shots of blacksmith hammering the hot iron bar into a horseshoe on an anvil (2.35) blacksmith takes old shoe off and prepares the hoof for fixing new shoe on (3.30) new shoe is fixed on (4.37) horse is led away along the street (5.11) The End (5.19)
(filmRef)3895	548	2	2	415	Type 2  vocab > structure	0.0	fiction Producer, Makar Films. Animation of the Robert Burns poem Tam O'Shanter. SHOTLIST: Animation of the Robert Burns poem Tam O'Shanter.
(filmRef)4127	203	11	5	256	Type 2  vocab > structure	0.0	non-fiction; television educational Director, Alan Wallis ; Producer, Grampian Television. Credits: presented by. Dr. K. John Dennis sc. Dr. K. Dennis and Peter Webb graphics. Sandy Massie and Douglas Hammersley design. Eric Mollart ed. Elizabeth Garrett. Film discussing the process and different stages of pregnancy focusing on the growth of the baby. SHOTLIST: Film discussing the process and different stages of pregnancy focusing on the growth of the baby.
(filmRef)4129	203	11	5	256	Type 2  vocab > structure	0.0	non-fiction; television educational Director, Alan Wallis ; Producer, Grampian Television. Credits: presented by. Dr. K. John Dennis sc. Dr. K. Dennis and Peter Webb graphics. Sandy Massie and Douglas Hammersley design. Eric Mollart ed. Elizabeth Garrett. Ediucational film which examines the change in adolescents bodies as they go through puberty. SHOTLIST: Educational film which examines the change in adolescents bodies as they go through puberty.
(filmRef)4130	203	11	5	256	Type 2  vocab > structure	0.0	non-fiction; television educational Director, Alan Wallis ; Producer, Grampian Television. Credits: presented by. Dr. K. John Dennis sc. Dr. K. Dennis and Peter Webb graphics. Sandy Massie and Douglas Hammersley design. Eric Mollart ed. Elizabeth Garrett. An educational programme examining the differences between male and females. The programme explains the reproductive system and explains the reasons for the differences. SHOTLIST: An educational programme examining the differences between male and females. The programme explains the reproductive system and explains the reasons for the differences.
(filmRef)4131	203	11	5	256	Type 2  vocab > structure	0.0	non-fiction; television educational Director, Alan Wallis ; Producer, Grampian Television. Credits: presented by. Dr. K. John Dennis sc. Dr. K. Dennis and Peter Webb graphics. Sandy Massie and Douglas Hammersley design. Eric Mollart ed. Elizabeth Garrett. An educational film examining the similarities between people from the same family. Children inheriting characteristics from their parents. Complex nature of humans. SHOTLIST: An educational film examining the similarities between people from the same family. Children inheriting characteristics from their parents. Complex nature of humans.
(filmRef)4211	544	2	2	415	Type 2  vocab > structure	0.0	non-fiction; amateur Director, John MacDougall ; Producer, Clansman Films. Credits: ph. John MacDougall comm. Jack Watson (Detroit, USA) sd. Ron Miller, Alan Stott produced by James E. Henderson. The Braemar Highland Gathering, its traditions, sporting events and competitions, seen through the eyes of an American. SHOTLIST: credits (0.40) panning views of crowds at games and brief shots of highland dancing (1.40) c/u shots men throwing the hammer (2.27) brief shot children in highland dance competition (2.48) c/u men putting the shot and throwing the hammer (4.10) brief shots of piper, highland dancing, tossing the caber, pipe bands (5.30) shots of men tossing the caber (4.46) pipe band marching round ground followed by royal motorcade (7.25) shots of Queen Elizabeth, King George VI, Princess Elizabeth and Prince Philip stepping out of car and meeting dignitaries (7.45) shot of royal party on platform [slightly OOF] (8.06) gvs pipe bands and shots of leaders of pipe bands being presented to royal party (11.50) brief shots men's sprint race and of highland dancing (12.12) c/u man tossing the caber (12.37) c/u wrestling and throwing the weight (13.09) shots of royal family leaving in motorcade (14.49) The End
(filmRef)4218	549	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Don Films]. A helicopter lands on an oil rig helipad. SHOTLIST: Shots of a helicopter landing pad on top of an oil rig. Shots of the workers on the rig.
(filmRef)4272	549	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, [p.c. Don Films]. Shots of equipment being used on an oil rig. SHOTLIST: Shots of equipment being used on an oil rig. A 'pace setter' machine ?
(filmRef)4445	550	36	2	2	Type 1  structure > vocab	0.0	fiction; experimental animation women film makers Director, painted by Margaret Tait ; Producer, [p.c. Ancona Films]. Credits: John MacFadyen played by Orkney Strathspey and Reel Society painted by Margaret Tait, Ancona Films. Brightly coloured animated figures dance to the traditional tune 'John MacFadyen', as played by the Orkney Strathspey and Reel Society in this hand painted piece by Margaret Tait. See also ref. 4445A. [Title currently undergoing preservation work] SHOTLIST: (0.00) [silent] painted 'tartan' stripe effect (0.05) title and opening credits (0.24) [sound] Brightly coloured animated figures dance to the traditional tune 'John MacFadyen', as played by the Orkney Strathspey and Reel Society in this hand painted piece by Margaret Tait (3.30) END (3.30)
(filmRef)4445A	550	36	2	2	Type 1  structure > vocab	0.0	fiction; experimental animation women film makers [painted by Margaret Tait]. Black and white animated figures dance to the traditional tune 'John MacFadyen', as played by the Orkney Strathspey and Reel Society in this hand painted piece by Margaret Tait. See also ref. 4445. [Title currently undergoing preservation work] SHOTLIST: painted 'tartan' stripe effect (0.05) [writing is back to front] title (0.10) [sound] Black &amp; white animated figures dance to the traditional tune 'John MacFadyen', as played by the Orkney Strathspey and Reel Society in this hand painted piece by Margaret Tait (3.17)
(filmRef)4700	170	7	6	370	Type 2  vocab > structure	0.0	non-fiction Director, [d. Mike Alexander] ; Producer, [p.c. Pelicula]. Credits: [ed. Ian Adams]. Various sessions of traditional folk and country music spanning North America and Scotland, performed by Aly Bain, Phil Cunningham, Danny Thompson and guest artists such as Emmylou Harris, Karen Matheson, Nancy Griffith, Dick Gaughan and Jerry Douglas. SHOTLIST: Various sessions of traditional folk and country music spanning North America and Scotland, performed by Aly Bain, Phil Cunningham, Danny Thompson and guest artists such as Emmylou Harris, Karen Matheson, Nancy Griffith, Dick Gaughan and Jerry Douglas (29.22)
